ES1,SW1
0	48.32	Stream0		0
217	243.24	Stream7		0
9060	9087.36	Stream13	9
10060	10087.36	Stream13	10

SW3,ES8
136	163.36	Stream13	0
562	629.52	Stream2	0
835	885.8	Stream14	0
1136	1163.36	Stream13	1
2136	2163.36	Stream13	2
3136	3163.36	Stream13	3
4136	4163.36	Stream13	4
5136	5163.36	Stream13	5
5835	5885.8	Stream14	0
6136	6163.36	Stream13	6
7136	7163.36	Stream13	7
8136	8163.36	Stream13	8
9136	9163.36	Stream13	9
10136	10163.36	Stream13	10

ES2,SW1
109	205.16	Stream1	0
1109	1205.16	Stream1	1
2109	2205.16	Stream1	2
3109	3205.16	Stream1	3
4109	4205.16	Stream1	4
5109	5205.16	Stream1	5
6109	6205.16	Stream1	6
7109	7205.16	Stream1	7
8109	8205.16	Stream1	8
9109	9205.16	Stream1	9
10109	10205.16	Stream1	10

SW3,SW4
313	409.16	Stream1	0
410	436.24	Stream7	0
437	448.2	Stream12	0
528	607.36	Stream5	0
613	672.2	Stream11	0
697	769.96	Stream6	0
929	998.44	Stream10	0
1124	1167.6	Stream8	0
1313	1409.16	Stream1	1
1410	1436.24	Stream7	1
1437	1448.2	Stream12	1
2313	2409.16	Stream1	2
2410	2436.24	Stream7	2
2437	2448.2	Stream12	2
2528	2607.36	Stream5	1
2613	2672.2	Stream11	1
3313	3409.16	Stream1	3
3410	3436.24	Stream7	3
3437	3448.2	Stream12	3
4313	4409.16	Stream1	4
4410	4436.24	Stream7	4
4437	4448.2	Stream12	4
4528	4607.36	Stream5	2
4613	4672.2	Stream11	2
5313	5409.16	Stream1	5
5410	5436.24	Stream7	5
5437	5448.2	Stream12	5
5929	5998.44	Stream10	0
6313	6409.16	Stream1	6
6410	6436.24	Stream7	6
6437	6448.2	Stream12	6
6528	6607.36	Stream5	3
6613	6672.2	Stream11	3
7313	7409.16	Stream1	7
7410	7436.24	Stream7	7
7437	7448.2	Stream12	7
8313	8409.16	Stream1	8
8410	8436.24	Stream7	8
8437	8448.2	Stream12	8
8528	8607.36	Stream5	4
8613	8672.2	Stream11	4
9313	9409.16	Stream1	9
9410	9436.24	Stream7	9
9437	9448.2	Stream12	9
10313	10409.16	Stream1	10
10410	10436.24	Stream7	10
10437	10448.2	Stream12	10
10528	10607.36	Stream5	5
10613	10672.2	Stream11	5

SW4,ES10
415	511.16	Stream1	0
512	523.2	Stream12	0
775	847.96	Stream6	0
1415	1511.16	Stream1	1
1512	1523.2	Stream12	1
2415	2511.16	Stream1	2
2512	2523.2	Stream12	2
3415	3511.16	Stream1	3
3512	3523.2	Stream12	3
4415	4511.16	Stream1	4
4512	4523.2	Stream12	4
5415	5511.16	Stream1	5
5512	5523.2	Stream12	5
6415	6511.16	Stream1	6
6512	6523.2	Stream12	6
7415	7511.16	Stream1	7
7512	7523.2	Stream12	7
8415	8511.16	Stream1	8
8512	8523.2	Stream12	8
9415	9511.16	Stream1	9
9512	9523.2	Stream12	9
10415	10511.16	Stream1	10
10512	10523.2	Stream12	10

SW4,ES12
442	468.24	Stream7	0
613	692.36	Stream5	0
693	752.2	Stream11	0
1173	1216.6	Stream8	0
1442	1468.24	Stream7	1
2442	2468.24	Stream7	2
2613	2692.36	Stream5	1
2693	2752.2	Stream11	1
3442	3468.24	Stream7	3
4442	4468.24	Stream7	4
4613	4692.36	Stream5	2
4693	4752.2	Stream11	2
5442	5468.24	Stream7	5
6442	6468.24	Stream7	6
6613	6692.36	Stream5	3
6693	6752.2	Stream11	3
7442	7468.24	Stream7	7
8442	8468.24	Stream7	8
8613	8692.36	Stream5	4
8693	8752.2	Stream11	4
9442	9468.24	Stream7	9
10442	10468.24	Stream7	10
10613	10692.36	Stream5	5
10693	10752.2	Stream11	5

ES4,SW2
0	97.28	Stream3	0
449	508.2	Stream11	0
860	964.8	Stream9	0
2000	2097.28	Stream3	1
2449	2508.2	Stream11	1
4000	4097.28	Stream3	2
4449	4508.2	Stream11	2
6000	6097.28	Stream3	3
6449	6508.2	Stream11	3
8000	8097.28	Stream3	4
8449	8508.2	Stream11	4
10000	10097.28	Stream3	5
10449	10508.2	Stream11	5

SW2,SW3
114	211.28	Stream3	0
443	522.36	Stream5	0
528	587.2	Stream11	0
659	778.28	Stream4	0
779	829.8	Stream14	0
854	923.44	Stream10	0
970	1074.8	Stream9	0
1075	1118.6	Stream8	0
2114	2211.28	Stream3	1
2443	2522.36	Stream5	1
2528	2587.2	Stream11	1
4114	4211.28	Stream3	2
4443	4522.36	Stream5	2
4528	4587.2	Stream11	2
5659	5778.28	Stream4	1
5779	5829.8	Stream14	0
5854	5923.44	Stream10	1
6114	6211.28	Stream3	3
6443	6522.36	Stream5	3
6528	6587.2	Stream11	3
8114	8211.28	Stream3	4
8443	8522.36	Stream5	4
8528	8587.2	Stream11	4
10114	10211.28	Stream3	5
10443	10522.36	Stream5	5
10528	10587.2	Stream11	5

ES6,SW2
120	199.36	Stream5	0
976	1019.6	Stream8	0
2120	2199.36	Stream5	1
4120	4199.36	Stream5	2
6120	6199.36	Stream5	3
8120	8199.36	Stream5	4
10120	10199.36	Stream5	5

ES5,SW2
534	653.28	Stream4	0
659	709.8	Stream14	0
779	848.44	Stream10	0
5534	5653.28	Stream4	1
5659	5709.8	Stream14	1
5779	5848.44	Stream10	1

SW3,ES9
784	903.28	Stream4	0
1080	1184.8	Stream9	0
5784	5903.28	Stream4	1

SW4,ES11
1004	1073.44	Stream10	0
6004	6073.44	Stream10	1
#
